summitCode,UserId,Callsign,ActivationDate
GM/ES-001,94131,GM5ALX/P,2024-11-06
GM/ES-001,46844,MM0EFI/P,2024-09-29
GM/ES-001,48083,2M0RVZ,2024-09-29
GM/ES-001,18213,MM0VPM,2023-08-10
GM/ES-001,6790,GM0GAV/P,2023-07-29
GM/ES-001,16826,MM0IVR/P,2023-06-10
GM/ES-001,46844,MM0EFI/P,2022-04-30
GM/ES-001,49271,GM4BML/P,2022-04-30
GM/ES-001,46844,MM0EFI/P,2021-06-30
GM/ES-001,10943,GM7WKX/P,2020-10-06
GM/ES-001,3853,MM/SQ9MDF/P,2019-08-06
GM/ES-001,805,MM/HB9IAB/P,2018-10-18
GM/ES-001,5632,GM0EVV/P,2018-09-11
GM/ES-001,2330,MM0TAI,2018-06-06
GM/ES-001,77,GM4YSS/P,2018-05-10
GM/ES-001,130,GM7PKT/P,2015-07-06
GM/ES-001,3400,MM0GYX/P,2012-03-23
GM/ES-001,3273,MM0YCJ/P,2012-03-17
GM/ES-001,1003,MM0ROV/P,2011-11-05
GM/ES-001,2843,MM0ECU/P,2010-07-31
GM/ES-001,2330,2M0ETR/P,2010-06-12
GM/ES-001,52,GM4TOE/P,2009-08-05
GM/ES-001,69,MM1EYP/P,2009-08-05
GM/ES-001,729,MM3EYP/P,2009-08-05
GM/ES-001,1234,GM6WRW/P,2009-06-19
GM/ES-001,1563,MM0YHB/P,2009-06-19
GM/ES-001,52,GM4TOE/P,2008-06-21
GM/ES-001,52,GM4TOE/P,2006-07-08
GM/ES-001,741,GM6DDQ,2006-05-02
GM/ES-001,52,GM4TOE/P,2005-07-02
GM/ES-001,887,GMOUDL/P,2005-03-19
GM/ES-001,773,MM0DHY/P,2004-08-08
GM/ES-001,52,GM4TOE/P,2004-05-15
GM/ES-001,52,GM4TOE,2003-05-24
GM/ES-002,18213,MM0VPM ,2024-08-31
GM/ES-002,46844,MM0EFI/P,2022-08-28
GM/ES-002,46844,MM0EFI/P,2021-09-20
GM/ES-002,6790,GM0GAV/P,2019-07-14
GM/ES-002,5632,GM0EVV/P,2018-09-12
GM/ES-002,3400,MM0GYX/P,2016-08-01
GM/ES-002,130,GM7PKT/P,2015-09-09
GM/ES-002,82,GM4COX,2013-09-27
GM/ES-002,1003,MM0ROV/P,2012-05-26
GM/ES-002,3273,MM0YCJ/P,2012-03-24
GM/ES-002,2823,MM0HAI/P,2010-09-12
GM/ES-002,52,GM4TOE/P,2008-07-26
GM/ES-002,1414,MM3WJZ/P,2008-06-24
GM/ES-002,741,GM6DDQ,2006-05-01
GM/ES-002,887,GM0UDL/P,2004-10-16
GM/ES-002,773,MM0DHY/P,2004-08-07
GM/ES-002,52,GM4TOE/P,2004-07-25
GM/ES-003,18213,MM0VPM ,2024-08-31
GM/ES-003,46844,MM0EFI/P,2022-07-09
GM/ES-003,46844,MM0EFI/P,2021-09-20
GM/ES-003,6790,GM0GAV/P,2019-07-14
GM/ES-003,3400,MM0GYX/P,2016-08-01
GM/ES-003,130,GM7PKT/P,2015-09-09
GM/ES-003,82,GM4COX,2013-09-27
GM/ES-003,3273,MM0YCJ/P,2012-03-24
GM/ES-003,1003,MM0ROV/P,2011-07-30
GM/ES-003,773,MM0DHY/P,2004-08-07
GM/ES-003,52,GM4TOE/P,2004-07-25
GM/ES-004,94131,GM5ALX/P,2024-10-15
GM/ES-004,18213,MM0VPM/P,2024-09-25
GM/ES-004,46844,MM0EFI/P,2024-07-12
GM/ES-004,46844,MM0EFI/P,2023-11-26
GM/ES-004,46844,MM0EFI/P,2022-08-26
GM/ES-004,46844,MM0EFI/P,2021-05-15
GM/ES-004,6790,GM0GAV/P,2017-09-02
GM/ES-004,3273,MM0YCJ/P,2012-03-31
GM/ES-004,1003,MM0ROV/P,2011-09-04
GM/ES-004,52,GM4TOE/P,2009-05-30
GM/ES-004,452,GM0FIM/P,2005-05-06
GM/ES-004,52,GM4TOE,2003-08-16
GM/ES-005,94131,GM5ALX/P,2024-11-13
GM/ES-005,46844,MM0EFI/P,2022-04-30
GM/ES-005,49271,GM4BML/P,2022-04-30
GM/ES-005,46844,MM0EFI/P,2021-06-11
GM/ES-005,6790,GM0GAV/P,2019-09-19
GM/ES-005,3853,MM/SQ9MDF/P,2019-08-06
GM/ES-005,3273,MM0YCJ/P,2018-02-04
GM/ES-005,1003,MM0ROV/P,2012-10-04
GM/ES-005,773,MM0DHY/P,2009-08-08
GM/ES-005,729,MM3EYP/P,2009-08-05
GM/ES-005,69,MM1EYP/P,2009-08-05
GM/ES-005,52,GM4TOE/P,2009-08-05
GM/ES-005,52,GM4TOE/P,2006-07-08
GM/ES-005,452,GM0FIM/P,2006-05-09
GM/ES-005,741,GM6DDQ,2006-04-30
GM/ES-005,452,GM0FIM/P,2005-04-30
GM/ES-005,887,GMOUDL/P,2004-06-29
GM/ES-005,52,GM4TOE,2003-07-26
GM/ES-006,94131,GM5ALX/P,2024-10-15
GM/ES-006,18213,MM0VPM/P,2024-09-25
GM/ES-006,46844,MM0EFI/P,2024-07-12
GM/ES-006,46844,MM0EFI/P,2023-05-31
GM/ES-006,46844,MM0EFI/P,2022-08-26
GM/ES-006,46844,MM0EFI/P,2021-05-15
GM/ES-006,6790,GM0GAV/P,2017-09-02
GM/ES-006,3273,MM0YCJ/P,2012-03-31
GM/ES-006,1003,MM0ROV/P,2011-09-04
GM/ES-006,52,GM4TOE/P,2007-09-08
GM/ES-006,452,GM0FIM/P,2005-05-06
GM/ES-006,52,GM4TOE/P,2005-04-30
GM/ES-007,94131,GM5ALX/P,2024-09-01
GM/ES-007,46844,MM0EFI/P,2024-09-01
GM/ES-007,18213,MM0VPM/P,2024-08-30
GM/ES-007,46844,MM0EFI/P,2022-06-10
GM/ES-007,46844,MM0EFI/P,2021-05-11
GM/ES-007,3273,MM0YCJ/P,2018-07-15
GM/ES-007,6790,GM0GAV/P,2017-05-25
GM/ES-007,1003,MM0ROV/P,2010-08-14
GM/ES-007,52,GM4TOE/P,2006-06-03
GM/ES-007,130,GM7PKT,2004-10-23
GM/ES-007,52,GM4TOE/P,2004-08-21
GM/ES-007,773,MM0DHY/P,2004-08-07
GM/ES-008,94131,GM5ALX/P,2024-10-03
GM/ES-008,49550,MM/KI6SYD/P,2022-07-13
GM/ES-008,46844,MM0EFI/P,2022-06-01
GM/ES-008,14516,2M0KZN/P,2021-12-20
GM/ES-008,46844,MM0EFI/P,2021-07-02
GM/ES-008,14516,2M0KZN/P,2020-11-07
GM/ES-008,16826,MM0IVR,2020-08-30
GM/ES-008,6790,GM0GAV/P,2019-08-25
GM/ES-008,3400,MM0GYX/P,2014-08-24
GM/ES-008,1003,MM0ROV/P,2013-08-29
GM/ES-008,1058,MM0FMF/P,2013-06-02
GM/ES-008,4081,MM/OK2PDT/P,2012-08-10
GM/ES-008,3273,MM0YCJ/P,2012-03-13
GM/ES-008,773,MM0DHY/P,2011-02-06
GM/ES-008,1435,2M0IMP/P,2010-08-28
GM/ES-008,82,GM4COX,2009-06-12
GM/ES-008,1003,MM0ROV/P,2008-11-12
GM/ES-008,52,GM4TOE/P,2007-10-06
GM/ES-008,741,GM6DDQ,2007-05-04
GM/ES-008,456,GM0PKX/P,2006-10-08
GM/ES-008,712,GM7NQP/P,2006-10-08
GM/ES-008,52,GM4TOE/P,2006-07-22
GM/ES-008,456,GM0PKX/P,2005-09-10
GM/ES-008,62,MM1EYO/P,2005-08-03
GM/ES-008,606,GM7VJR,2005-06-05
GM/ES-008,52,GM4TOE/P,2005-05-21
GM/ES-008,52,GM4TOE/P,2004-09-25
GM/ES-008,130,GM7PKT,2003-11-22
GM/ES-008,52,GM4TOE,2003-06-14
GM/ES-009,466,MM0CBC/P,2024-11-11
GM/ES-009,18213,MM0VPM,2024-09-13
GM/ES-009,16722,MM1HAX/P,2023-02-18
GM/ES-009,16826,MM0IVR/P,2022-09-24
GM/ES-009,46844,MM0EFI/P,2022-08-28
GM/ES-009,46844,MM0EFI/P,2021-09-20
GM/ES-009,6790,GM0GAV/P,2019-10-12
GM/ES-009,4675,MM0SNA/P,2019-09-24
GM/ES-009,2330,MM0TAI,2019-05-29
GM/ES-009,2330,MM0TAI,2018-05-21
GM/ES-009,116,MM1MAJ/P,2017-09-12
GM/ES-009,892,MM3ZCB/P,2017-09-12
GM/ES-009,82,GM4COX,2013-09-26
GM/ES-009,130,GM7PKT/P,2013-07-03
GM/ES-009,1058,MM0FMF/P,2012-08-30
GM/ES-009,130,GM7PKT/P,2012-06-26
GM/ES-009,3273,MM0YCJ/P,2012-03-24
GM/ES-009,130,GM7PKT/P,2011-07-18
GM/ES-009,130,GM7PKT/P,2010-06-28
GM/ES-009,1003,MM0ROV/P,2009-09-10
GM/ES-009,52,GM4TOE/P,2008-08-23
GM/ES-009,130,GM7PKT/P,2007-09-30
GM/ES-009,741,GM6DDQ,2006-04-29
GM/ES-009,52,GM4TOE/P,2005-09-24
GM/ES-009,130,GM7PKT,2005-06-27
GM/ES-009,773,MM0DHY/P,2004-08-07
GM/ES-009,887,GMOUDL/P,2004-08-07
GM/ES-009,52,GM4TOE/P,2004-05-01
GM/ES-009,130,GM7PKT,2004-04-10
GM/ES-009,52,GM4TOE,2003-06-28
GM/ES-010,46844,MM0EFI/P,2022-08-27
GM/ES-010,9756,MM6GYU/P,2021-08-20
GM/ES-010,46844,MM0EFI/P,2021-06-11
GM/ES-010,9756,MM6GYU/P,2020-03-08
GM/ES-010,6790,GM0GAV/P,2019-08-18
GM/ES-010,2330,MM0TAI,2018-05-28
GM/ES-010,1003,MM0ROV/P,2013-06-11
GM/ES-010,3273,MM6YCJ/P,2011-08-27
GM/ES-010,1414,MM3WJZ/P,2011-06-04
GM/ES-010,729,MM3EYP/P,2010-08-26
GM/ES-010,69,MM1EYP/P,2010-08-26
GM/ES-010,52,GM4TOE/P,2010-08-26
GM/ES-010,773,MM0DHY/P,2007-08-26
GM/ES-010,52,GM4TOE/P,2006-07-28
GM/ES-010,52,GM4TOE/P,2005-06-26
GM/ES-010,130,GM7PKT,2005-06-26
GM/ES-010,887,GMOUDL/P,2004-08-09
GM/ES-010,52,GM4TOE/P,2004-05-22
GM/ES-010,130,GM7PKT,2003-06-29
GM/ES-010,52,GM4TOE,2003-04-20
GM/ES-011,94131,GM5ALX/P,2024-11-13
GM/ES-011,6790,GM0GAV/P,2023-05-07
GM/ES-011,46844,MM0EFI/P,2022-08-27
GM/ES-011,46844,MM0EFI/P,2021-07-19
GM/ES-011,773,MM0DHY/P,2013-08-10
GM/ES-011,3273,MM0YCJ/P,2013-04-20
GM/ES-011,1003,MM0ROV/P,2012-09-08
GM/ES-011,52,GM4TOE/P,2005-06-04
GM/ES-012,97906,MM7LEF,2024-11-30
GM/ES-012,45762,MM0RFN/P,2024-09-29
GM/ES-012,44920,GM4JXP/P,2024-09-25
GM/ES-012,47582,2M0WNA,2024-09-06
GM/ES-012,94131,GM5ALX/P,2024-08-08
GM/ES-012,45762,MM0RFN/P,2023-07-08
GM/ES-012,18213,GM5LOW,2023-06-22
GM/ES-012,2771,MM0JLA/P,2022-06-22
GM/ES-012,3192,MM6BWA/P,2022-06-22
GM/ES-012,46844,MM0EFI/P,2022-01-21
GM/ES-012,9756,MM6GYU/P,2021-08-19
GM/ES-012,46844,MM0EFI/P,2021-06-01
GM/ES-012,773,MM0DHY/P,2020-09-20
GM/ES-012,854,GM4OIG/P,2020-09-17
GM/ES-012,1058,MS0TA/P,2020-08-09
GM/ES-012,1435,2M0IMP/P,2020-07-18
GM/ES-012,8299,GM8OEG/P,2019-05-29
GM/ES-012,1389,GM3YTS/P,2019-04-19
GM/ES-012,6790,GM0GAV/P,2018-08-11
GM/ES-012,1389,GM3YTS/P,2018-08-11
GM/ES-012,6790,GM0GAV/P,2017-11-05
GM/ES-012,6790,GM0GAV/P,2016-10-02
GM/ES-012,8299,GM8OEG/P,2016-09-03
GM/ES-012,147,GM1INK/P,2016-08-15
GM/ES-012,8299,GM8OEG/P,2015-09-19
GM/ES-012,1003,MM0ROV/P,2014-06-20
GM/ES-012,5617,GM0BKC/P,2013-08-25
GM/ES-012,1414,MM3WJZ/P,2012-12-02
GM/ES-012,116,MO1MAJ/P,2012-09-09
GM/ES-012,892,MO3ZCB/P,2012-09-09
GM/ES-012,130,GM7PKT/P,2012-08-22
GM/ES-012,1058,MM0FMF/P,2012-01-15
GM/ES-012,3273,MM6YCJ/P,2011-08-30
GM/ES-012,1003,MM0ROV/P,2011-06-03
GM/ES-012,1435,2R0IMP/P,2011-04-29
GM/ES-012,1363,GM1JTD/P,2010-09-22
GM/ES-012,1363,GM1JTD/P,2009-09-11
GM/ES-012,1435,2M0IMP/P,2009-07-10
GM/ES-012,1058,MM0FMF/P,2007-08-14
GM/ES-012,52,GM4TOE/P,2006-05-20
GM/ES-012,456,GM0PKX/P,2006-02-19
GM/ES-012,452,GM0FIM/P,2005-04-29
GM/ES-012,52,GM4TOE/P,2004-10-23
GM/ES-012,130,GM7PKT,2003-11-23
GM/ES-012,52,GM4TOE,2003-09-20
GM/ES-012,82,GM4COX,2003-07-09
GM/ES-012,83,GM4UXX,2003-07-09
GM/ES-013,94131,GM5ALX/P,2024-11-06
GM/ES-013,46844,MM0EFI/P,2024-09-29
GM/ES-013,48083,2M0RVZ,2024-09-29
GM/ES-013,1058,MM0FMF/P,2024-08-11
GM/ES-013,18213,MM0VPM,2023-08-09
GM/ES-013,46844,MM0EFI/P,2022-04-30
GM/ES-013,49271,GM4BML/P,2022-04-30
GM/ES-013,46844,MM0EFI/P,2021-06-29
GM/ES-013,6790,GM0GAV/P,2019-01-06
GM/ES-013,3273,MM0YCJ/P,2018-06-09
GM/ES-013,130,GM7PKT/P,2015-09-29
GM/ES-013,1003,MM0ROV/P,2012-08-11
GM/ES-013,887,GM0UDL/P,2011-09-29
GM/ES-013,52,GM4TOE/P,2006-06-10
GM/ES-013,773,MM0DHY/P,2004-08-08
GM/ES-014,94131,GM5ALX/P,2024-09-13
GM/ES-014,46844,MM0EFI/P,2024-04-05
GM/ES-014,45762,MM0RFN/P,2023-04-15
GM/ES-014,46844,MM0EFI/P,2023-02-14
GM/ES-014,46844,MM0EFI/P,2022-03-23
GM/ES-014,46844,MM0EFI/P,2021-04-14
GM/ES-014,6790,GM0GAV/P,2018-10-04
GM/ES-014,116,MM1MAJ/P,2018-09-11
GM/ES-014,892,MM3ZCB/P,2018-09-11
GM/ES-014,6790,GM0GAV/P,2017-05-21
GM/ES-014,5219,anon54803907,2016-09-25
GM/ES-014,5178,2M0KAU/P,2016-09-25
GM/ES-014,130,GM7PKT/P,2014-12-28
GM/ES-014,5617,GM0BKC/P,2013-09-01
GM/ES-014,3273,MM6YCJ/P,2011-10-30
GM/ES-014,1058,MM0FMF/P,2011-04-17
GM/ES-014,1003,MM0ROV/P,2009-10-16
GM/ES-014,82,GM4COX,2009-10-04
GM/ES-014,1363,GM1JTD/P,2009-09-09
GM/ES-014,456,GM0PKX/P,2008-01-19
GM/ES-014,712,GM7NQP/P,2008-01-19
GM/ES-014,52,GM4TOE/P,2006-11-04
GM/ES-014,456,GM0PKX/P,2005-11-06
GM/ES-014,712,GM7NQP/P,2005-11-06
GM/ES-015,34846,GM5AIB/P,2024-05-15
GM/ES-015,46844,MM0EFI/P,2022-08-26
GM/ES-015,6790,GM0GAV/P,2021-12-21
GM/ES-015,46844,MM0EFI/P,2021-07-15
GM/ES-015,773,MM0DHY/P,2021-07-13
GM/ES-015,1058,MM0FMF/P,2012-09-23
GM/ES-015,3273,MM0YCJ/P,2012-04-01
GM/ES-015,1003,MM0ROV/P,2011-04-16
GM/ES-015,52,GM4TOE/P,2005-09-17
GM/ES-015,52,GM4TOE,2003-10-11
GM/ES-017,46844,MM0EFI/P,2022-08-27
GM/ES-017,6790,GM0GAV/P,2019-08-18
GM/ES-017,2330,MM0TAI,2018-05-28
GM/ES-017,130,GM7PKT/P,2017-06-17
GM/ES-017,1003,MM0ROV/P,2013-06-11
GM/ES-017,3273,MM6YCJ/P,2011-08-27
GM/ES-017,729,MM3EYP/P,2010-08-26
GM/ES-017,69,MM1EYP/P,2010-08-26
GM/ES-017,52,GM4TOE/P,2010-08-26
GM/ES-017,773,MM0DHY/P,2009-09-26
GM/ES-017,52,GM4TOE/P,2006-07-28
GM/ES-017,52,GM4TOE/P,2004-05-22
GM/ES-018,94617,GM5OLD/P,2024-10-25
GM/ES-018,45505,GM1AUZ,2024-09-29
GM/ES-018,6790,GM0GAV/P,2024-09-08
GM/ES-018,34846,GM5AIB/P,2024-05-18
GM/ES-018,94131,GM5ALX/P,2024-05-17
GM/ES-018,48083,MM7RVC,2024-05-12
GM/ES-018,46844,MM0EFI/P,2024-03-27
GM/ES-018,46844,MM0EFI/P,2023-07-08
GM/ES-018,46844,MM0EFI/P,2022-11-25
GM/ES-018,44920,GM4JXP/P,2022-03-25
GM/ES-018,46844,MM0EFI/P,2022-01-19
GM/ES-018,14516,2M0KZN/P,2021-12-09
GM/ES-018,46844,MM0EFI,2021-01-23
GM/ES-018,44920,GM4JXP/P,2020-11-07
GM/ES-018,45762,2M0HIB/P,2020-08-30
GM/ES-018,147,GM1INK/P,2016-08-17
GM/ES-018,3273,MM0YCJ/P,2016-07-02
GM/ES-018,773,MM0DHY/P,2015-03-07
GM/ES-018,1003,MM0ROV/P,2010-07-11
GM/ES-018,52,GM4TOE/P,2009-01-24
GM/ES-018,52,GM4TOE/P,2006-04-15
GM/ES-018,456,GM0PKX/P,2006-01-29
GM/ES-018,130,GM7PKT,2003-12-26
GM/ES-018,52,GM4TOE,2003-05-10
GM/ES-019,94131,GM5ALX/P,2024-10-03
GM/ES-019,46844,MM0EFI/P,2022-03-30
GM/ES-019,46844,MM0EFI/P,2021-04-21
GM/ES-019,1058,MS0TA/P,2019-07-14
GM/ES-019,3400,MM0GYX/P,2014-08-24
GM/ES-019,1003,MM0ROV/P,2013-08-20
GM/ES-019,3273,MM0YCJ/P,2012-03-13
GM/ES-019,773,MM0DHY/P,2011-02-06
GM/ES-019,52,GM4TOE/P,2010-04-17
GM/ES-019,82,GM4COX,2009-09-28
GM/ES-019,1003,MM0ROV/P,2009-09-18
GM/ES-019,456,GM0PKX/P,2006-10-08
GM/ES-019,712,GM7NQP/P,2006-10-08
GM/ES-019,52,GM4TOE/P,2006-07-22
GM/ES-019,456,GM0PKX/P,2006-03-19
GM/ES-019,52,GM4TOE/P,2005-05-21
GM/ES-019,130,GM7PKT,2003-11-22
GM/ES-022,18213,MM0VPM,2024-08-11
GM/ES-022,46844,MM0EFI/P,2022-03-22
GM/ES-022,46844,MM0EFI/P,2021-09-15
GM/ES-022,34683,MM0RPK/P,2021-05-13
GM/ES-022,6790,GM0GAV/P,2018-11-04
GM/ES-022,130,GM7PKT/P,2017-09-23
GM/ES-022,147,GM1INK/P,2016-08-16
GM/ES-022,82,GM4COX,2014-03-13
GM/ES-022,3273,MM0YCJ/P,2012-11-11
GM/ES-022,1003,MM0ROV/P,2011-06-10
GM/ES-022,773,MM0DHY/P,2011-04-09
GM/ES-022,1058,MM0FMF/P,2011-01-23
GM/ES-022,52,GM4TOE/P,2006-05-20
GM/ES-022,52,GM4TOE/P,2004-12-04
GM/ES-023,94131,GM5ALX/P,2024-10-25
GM/ES-023,34846,GM5AIB/P,2024-07-09
GM/ES-023,46844,MM0EFI/P,2022-08-26
GM/ES-023,46844,MM0EFI/P,2021-10-02
GM/ES-023,3273,MM0YCJ/P,2018-07-14
GM/ES-023,130,GM7PKT/P,2017-03-25
GM/ES-023,1003,MM0ROV/P,2011-02-26
GM/ES-023,52,GM4TOE/P,2006-08-19
GM/ES-023,52,GM4TOE,2003-05-17
GM/ES-024,46844,MM0EFI/P,2022-08-11
GM/ES-024,3273,MM0YCJ/P,2018-01-13
GM/ES-024,130,GM7PKT/P,2016-06-26
GM/ES-024,1003,MM0ROV/P,2012-05-20
GM/ES-024,52,GM4TOE/P,2011-03-27
GM/ES-024,773,MM0DHY/P,2009-11-28
GM/ES-024,52,GM4TOE/P,2005-10-15
GM/ES-025,34846,GM5AIB/P,2021-10-16
